Sex,Age group,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20
Both sexes,20 to 24 years,"1,549.40","1,542.30","1,566.20","1,585.40","1,712.40","1,780.10","1,813.90","1,793.80","1,582.60","1,596.80","1,581.50","1,581.50","1,514.20","1,514.90","1,523.00","1,546.50","1,667.20","1,739.60","1,754.30","1,754.90","1,609.20","1,635.60","1,601.80","1,612.80","1,538.00","1,543.30","1,545.70","1,541.80","1,708.90","1,770.30","1,792.20","1,756.00","1,582.30","1,611.60","1,624.60","1,590.30","1,530.60","1,526.20","1,552.10","1,538.50","1,670.20","1,750.40","1,787.10","1,775.90","1,575.40","1,580.00","1,576.00","1,541.90","1,508.80","1,533.50","1,571.20","1,603.00","1,744.20","1,795.70","1,793.40","1,806.40","1,630.70","1,646.50","1,653.00","1,634.90","1,580.90","1,607.30"
Both sexes,25 to 29 years,"1,834.30","1,831.50","1,809.70","1,858.20","1,917.50","1,937.80","1,916.70","1,932.80","1,935.30","1,897.50","1,884.60","1,878.00","1,853.80","1,856.80","1,902.10","1,917.40","1,962.20","1,989.50","1,960.90","1,952.00","1,973.20","1,951.20","1,946.70","1,940.90","1,919.40","1,920.10","1,937.70","1,961.50","2,009.50","2,029.00","2,001.60","2,009.20","2,004.70","2,003.90","2,008.00","2,002.60","1,995.40","2,009.90","2,012.80","2,049.80","2,062.00","2,099.70","2,103.70","2,084.30","2,087.40","2,088.00","2,113.90","2,105.60","2,083.50","2,079.90","2,068.60","2,092.00","2,128.40","2,121.00","2,106.30","2,127.40","2,140.50","2,135.90","2,113.00","2,134.10","2,076.60","2,082.60"
Both sexes,30 to 34 years,"1,979.70","1,966.80","1,969.50","1,983.60","2,009.10","2,002.00","1,974.40","1,970.50","2,004.00","2,012.00","2,017.10","2,005.50","1,987.50","1,975.20","1,968.50","1,989.70","2,032.60","2,027.00","2,015.40","2,017.30","2,034.30","2,031.40","2,030.30","2,049.30","2,040.00","2,057.70","2,060.40","2,047.50","2,071.10","2,082.30","2,049.50","2,036.00","2,067.20","2,069.70","2,071.40","2,074.40","2,044.60","2,032.70","2,033.10","2,036.80","2,072.30","2,083.20","2,060.40","2,058.80","2,109.60","2,110.10","2,110.30","2,108.50","2,075.40","2,074.80","2,059.50","2,090.90","2,116.60","2,129.90","2,105.70","2,105.10","2,145.50","2,152.40","2,146.70","2,150.40","2,136.30","2,149.10"
Both sexes,35 to 39 years,"1,889.70","1,902.20","1,892.70","1,904.00","1,938.60","1,960.40","1,924.70","1,922.30","1,955.70","1,957.20","1,927.30","1,918.90","1,911.90","1,895.90","1,874.30","1,916.40","1,918.70","1,944.90","1,935.10","1,962.10","2,021.30","2,035.60","2,038.80","2,018.00","2,023.20","1,990.30","1,983.50","1,976.60","2,017.40","2,035.50","2,004.10","1,991.90","2,016.50","2,027.50","2,039.20","2,019.90","2,015.60","2,037.30","2,056.30","2,068.50","2,066.90","2,077.00","2,044.60","2,052.40","2,075.90","2,070.40","2,096.20","2,098.20","2,103.50","2,132.10","2,090.90","2,081.50","2,115.00","2,115.90","2,087.30","2,083.20","2,132.40","2,133.50","2,149.60","2,156.10","2,132.00","2,155.60"
Both sexes,40 to 44 years,"1,923.50","1,917.80","1,918.90","1,921.40","1,910.00","1,906.20","1,901.00","1,907.80","1,912.40","1,925.10","1,968.30","1,986.20","1,937.70","1,930.20","1,960.40","1,938.50","1,958.40","1,936.00","1,914.10","1,906.20","1,909.30","1,931.70","1,927.40","1,926.90","1,929.20","1,962.90","1,975.90","1,996.30","1,988.30","1,968.40","1,944.40","1,960.30","1,974.40","1,975.40","1,964.30","1,996.20","1,957.40","1,960.00","1,966.20","1,982.90","2,020.00","2,028.40","2,001.10","2,003.50","2,052.40","2,064.50","2,052.20","2,036.90","2,005.70","2,008.80","2,035.00","2,063.10","2,061.50","2,086.10","2,034.80","2,035.70","2,086.00","2,100.50","2,081.50","2,058.30","2,074.90","2,051.30"
Both sexes,45 to 49 years,"1,962.30","1,973.10","1,957.80","1,960.60","1,987.30","1,972.20","1,945.40","1,911.40","1,971.90","1,984.40","1,978.80","1,957.50","1,959.30","1,973.00","1,943.80","1,944.10","1,953.10","1,960.00","1,921.50","1,896.50","1,918.80","1,922.60","1,898.70","1,898.20","1,899.10","1,908.00","1,930.00","1,922.50","1,948.20","1,943.80","1,920.10","1,907.30","1,906.10","1,936.00","1,948.40","1,929.00","1,892.50","1,899.10","1,894.00","1,906.50","1,919.70","1,917.50","1,914.50","1,893.60","1,926.30","1,914.20","1,937.50","1,944.00","1,933.50","1,940.30","1,962.70","1,986.60","2,000.50","2,008.30","1,997.10","1,970.60","2,007.20","1,955.60","1,954.70","1,964.80","1,938.30","1,925.60"
Both sexes,50 to 54 years,"2,158.00","2,154.30","2,172.00","2,176.80","2,178.90","2,214.20","2,202.80","2,215.70","2,226.80","2,193.40","2,168.20","2,125.60","2,101.10","2,111.70","2,119.30","2,149.70","2,161.10","2,159.10","2,114.20","2,124.70","2,147.10","2,133.20","2,164.90","2,134.60","2,108.30","2,073.90","2,068.90","2,090.70","2,115.00","2,143.10","2,113.30","2,138.00","2,190.30","2,151.00","2,120.60","2,112.50","2,088.90","2,091.40","2,081.80","2,097.10","2,075.30","2,072.20","2,021.50","2,039.90","2,073.90","2,088.10","2,060.40","2,046.10","2,030.40","2,028.60","2,009.00","2,003.80","2,042.30","2,019.10","1,988.90","2,006.70","2,049.50","2,023.90","2,000.30","1,979.80","1,959.80","1,980.70"
Both sexes,55 to 59 years,"1,738.50","1,765.80","1,773.20","1,780.30","1,800.70","1,815.60","1,773.90","1,773.30","1,797.70","1,803.90","1,793.10","1,808.30","1,785.40","1,809.70","1,812.90","1,835.60","1,875.60","1,868.60","1,831.10","1,838.20","1,888.60","1,891.90","1,880.90","1,857.30","1,861.70","1,868.50","1,856.30","1,856.60","1,878.50","1,893.10","1,862.20","1,880.40","1,921.90","1,939.20","1,935.80","1,931.60","1,880.70","1,889.90","1,874.10","1,878.50","1,914.80","1,929.40","1,897.70","1,904.20","1,948.90","1,947.60","1,945.00","1,930.10","1,903.30","1,913.50","1,899.00","1,931.20","1,952.00","1,969.90","1,932.60","1,926.20","1,955.00","1,963.00","1,938.90","1,916.10","1,901.10","1,916.50"
Both sexes,60 to 64 years,"1,049.50","1,067.00","1,082.40","1,092.00","1,115.80","1,129.80","1,104.00","1,118.40","1,151.00","1,147.90","1,136.00","1,137.10","1,126.50","1,126.30","1,127.10","1,125.50","1,165.60","1,162.20","1,132.00","1,152.20","1,196.90","1,200.50","1,165.50","1,164.80","1,146.00","1,164.60","1,159.30","1,184.90","1,197.10","1,214.60","1,186.20","1,211.90","1,243.20","1,225.20","1,234.70","1,252.50","1,222.10","1,239.00","1,260.30","1,254.90","1,276.60","1,291.60","1,277.00","1,272.20","1,303.70","1,310.00","1,310.80","1,307.40","1,253.20","1,250.30","1,275.20","1,285.10","1,307.50","1,333.30","1,310.50","1,318.70","1,367.40","1,366.30","1,363.50","1,359.00","1,342.00","1,343.70"
Both sexes,65 years and over,685.9,679.4,668.2,685.5,691.7,700,680.7,698.2,726.1,767.7,751.9,739.4,727.4,750.4,738,719.5,726.5,745.2,743.7,738.1,772.1,766.2,764.7,771.5,751.9,770.4,760.6,768,785,796.6,797.7,806.2,842.7,832.9,826.9,831.7,840.6,825.6,816.3,830.8,839.3,827.3,799.6,772.1,811.7,821.1,832.3,850.7,880.9,897.5,910.5,912.5,912.2,901.2,871.4,899.1,918,946.5,910.3,931.9,918,913.9
Both sexes,65 to 69 years,445.1,445.7,440.4,451.4,461.2,462.7,441.6,455.3,476.7,501.5,490,480.5,471.4,494.2,477.2,465.5,476.1,486.9,473.5,469.5,494.9,502.4,494.4,496.6,481.3,489.2,492.3,499,505.8,513.7,509.8,516.7,528.3,517.7,512.8,511.2,512.7,495.9,485.9,494.2,510.6,516.8,500.8,478.6,507.9,515.6,518.5,525.5,538.9,553.1,565.7,572,578.8,570.4,550.6,565,578.6,591.2,559.3,580.6,572,566.9
Both sexes,70 years and over,240.8,233.7,227.8,234.1,230.5,237.2,239.1,242.9,249.4,266.2,261.9,258.9,256,256.1,260.8,254,250.4,258.3,270.2,268.6,277.2,263.8,270.3,274.9,270.6,281.2,268.2,269,279.2,282.8,287.9,289.5,314.4,315.2,314.1,320.5,327.9,329.7,330.5,336.6,328.7,310.5,298.8,293.5,303.8,305.5,313.8,325.2,341.9,344.5,344.8,340.5,333.4,330.8,320.8,334.1,339.4,355.2,351,351.4,346.1,347
Males,15 years and over,"9,129.40","9,140.40","9,121.90","9,215.00","9,507.20","9,660.10","9,706.70","9,720.70","9,554.70","9,532.50","9,443.00","9,341.10","9,172.70","9,184.50","9,177.60","9,250.40","9,557.60","9,633.90","9,661.80","9,689.90","9,577.80","9,579.70","9,523.90","9,451.00","9,319.60","9,346.20","9,362.90","9,410.20","9,724.80","9,834.00","9,881.90","9,903.90","9,729.20","9,728.40","9,719.00","9,665.70","9,479.40","9,500.80","9,534.50","9,564.60","9,831.40","9,955.50","9,991.50","9,954.40","9,851.90","9,823.90","9,843.90","9,766.10","9,651.90","9,687.00","9,730.40","9,827.10","10,081.20","10,179.70","10,235.70","10,261.80","10,133.20","10,092.00","9,994.60","9,958.80","9,811.80","9,870.10"
Males,15 to 24 years,"1,146.70","1,148.10","1,150.30","1,153.60","1,303.00","1,357.30","1,426.00","1,415.20","1,199.40","1,187.20","1,175.40","1,160.10","1,124.30","1,114.40","1,111.40","1,121.70","1,271.20","1,307.70","1,370.60","1,380.80","1,196.10","1,213.00","1,187.20","1,186.20","1,124.60","1,141.10","1,137.90","1,137.10","1,287.30","1,347.50","1,421.40","1,405.40","1,202.80","1,212.30","1,223.80","1,203.70","1,143.90","1,142.40","1,164.20","1,154.10","1,296.80","1,353.90","1,430.30","1,408.10","1,211.80","1,190.60","1,200.40","1,177.60","1,154.30","1,171.10","1,184.60","1,217.50","1,314.70","1,373.10","1,449.00","1,437.60","1,230.10","1,229.40","1,222.30","1,214.50","1,169.40","1,193.30"
Males,25 years and over,"7,982.70","7,992.30","7,971.70","8,061.50","8,204.20","8,302.80","8,280.70","8,305.50","8,355.30","8,345.20","8,267.60","8,181.00","8,048.40","8,070.10","8,066.20","8,128.70","8,286.40","8,326.20","8,291.30","8,309.10","8,381.70","8,366.70","8,336.80","8,264.80","8,194.90","8,205.10","8,225.00","8,273.20","8,437.50","8,486.50","8,460.50","8,498.50","8,526.40","8,516.10","8,495.20","8,462.00","8,335.50","8,358.40","8,370.30","8,410.50","8,534.60","8,601.60","8,561.20","8,546.20","8,640.20","8,633.30","8,643.60","8,588.50","8,497.60","8,515.90","8,545.80","8,609.60","8,766.50","8,806.60","8,786.70","8,824.30","8,903.00","8,862.60","8,772.30","8,744.30","8,642.40","8,676.80"
Males,25 to 44 years,"3,955.90","3,948.90","3,946.80","3,996.30","4,069.80","4,110.70","4,104.20","4,114.40","4,115.20","4,114.10","4,090.40","4,054.80","3,980.90","3,956.40","3,971.80","4,016.50","4,096.70","4,125.90","4,133.40","4,132.10","4,161.00","4,154.70","4,144.70","4,113.00","4,088.00","4,079.80","4,099.70","4,119.20","4,213.60","4,231.20","4,226.40","4,217.10","4,213.80","4,214.30","4,222.40","4,202.40","4,167.10","4,180.20","4,185.80","4,220.90","4,287.80","4,339.10","4,325.90","4,324.40","4,351.80","4,359.90","4,367.60","4,327.40","4,265.30","4,268.80","4,270.40","4,292.40","4,374.40","4,391.60","4,393.20","4,419.60","4,469.20","4,461.90","4,418.70","4,410.50","4,359.90","4,369.50"
Males,45 to 64 years,"3,612.30","3,629.10","3,616.00","3,646.10","3,707.90","3,753.00","3,747.70","3,752.00","3,790.20","3,761.70","3,715.30","3,683.80","3,632.10","3,661.40","3,653.10","3,677.10","3,749.80","3,753.90","3,713.70","3,735.70","3,767.60","3,763.80","3,739.00","3,695.80","3,659.20","3,653.70","3,666.40","3,684.20","3,744.70","3,773.60","3,756.30","3,792.30","3,803.10","3,796.50","3,776.70","3,756.10","3,668.20","3,682.80","3,689.40","3,694.40","3,747.80","3,771.30","3,752.90","3,750.70","3,800.80","3,787.80","3,785.20","3,766.00","3,720.70","3,728.40","3,741.00","3,770.00","3,854.90","3,866.10","3,854.80","3,847.80","3,872.50","3,816.80","3,786.10","3,756.30","3,717.50","3,743.70"
Males,45 years and over,"4,026.80","4,043.30","4,024.90","4,065.20","4,134.40","4,192.10","4,176.50","4,191.10","4,240.20","4,231.10","4,177.20","4,126.20","4,067.50","4,113.80","4,094.40","4,112.20","4,189.70","4,200.40","4,157.90","4,177.00","4,220.70","4,212.00","4,192.10","4,151.80","4,106.90","4,125.30","4,125.20","4,154.00","4,223.90","4,255.40","4,234.10","4,281.40","4,312.60","4,301.80","4,272.80","4,259.50","4,168.40","4,178.20","4,184.50","4,189.60","4,246.70","4,262.50","4,235.30","4,221.80","4,288.30","4,273.40","4,276.00","4,261.10","4,232.40","4,247.10","4,275.40","4,317.20","4,392.10","4,415.00","4,393.50","4,404.60","4,433.90","4,400.80","4,353.60","4,333.80","4,282.50","4,307.30"
Males,25 to 54 years,"6,090.30","6,072.80","6,053.50","6,110.20","6,210.50","6,264.30","6,265.80","6,280.20","6,297.40","6,287.00","6,240.90","6,164.50","6,067.00","6,056.80","6,068.70","6,126.00","6,219.50","6,256.80","6,239.10","6,244.30","6,272.70","6,272.20","6,261.80","6,201.20","6,152.80","6,126.90","6,166.20","6,191.70","6,318.30","6,351.10","6,341.20","6,345.30","6,331.30","6,333.30","6,339.90","6,302.10","6,227.80","6,235.50","6,219.60","6,270.80","6,343.90","6,389.80","6,366.70","6,362.80","6,414.30","6,417.90","6,426.70","6,373.40","6,294.50","6,300.10","6,309.80","6,344.60","6,466.50","6,479.60","6,481.10","6,501.40","6,557.50","6,511.90","6,455.90","6,434.30","6,355.20","6,380.10"
Males,55 years and over,"1,892.40","1,919.40","1,918.10","1,951.30","1,993.70","2,038.50","2,014.90","2,025.30","2,057.90","2,058.20","2,026.80","2,016.50","1,981.40","2,013.30","1,997.50","2,002.60","2,066.90","2,069.50","2,052.20","2,064.80","2,109.00","2,094.50","2,075.00","2,063.60","2,042.20","2,078.30","2,058.80","2,081.40","2,119.20","2,135.50","2,119.40","2,153.30","2,195.10","2,182.80","2,155.30","2,159.80","2,107.70","2,122.90","2,150.70","2,139.80","2,190.70","2,211.90","2,194.50","2,183.40","2,225.90","2,215.50","2,216.90","2,215.20","2,203.10","2,215.80","2,236.00","2,265.00","2,300.00","2,327.10","2,305.60","2,322.90","2,345.60","2,350.70","2,316.40","2,310.00","2,287.20","2,296.80"
Males,15 to 64 years,"8,714.90","8,726.20","8,713.10","8,796.00","9,080.70","9,221.00","9,277.90","9,281.60","9,104.70","9,063.10","8,981.10","8,898.70","8,737.40","8,732.20","8,736.20","8,815.20","9,117.70","9,187.50","9,217.70","9,248.60","9,124.70","9,131.40","9,070.90","8,995.10","8,871.80","8,874.60","8,904.00","8,940.40","9,245.50","9,352.30","9,404.20","9,414.90","9,219.70","9,223.20","9,222.90","9,162.20","8,979.30","9,005.50","9,039.40","9,069.30","9,332.50","9,464.30","9,509.00","9,483.30","9,364.40","9,338.30","9,353.10","9,271.00","9,140.20","9,168.30","9,196.00","9,279.90","9,544.00","9,630.80","9,697.00","9,705.00","9,571.80","9,508.00","9,427.10","9,381.30","9,246.80","9,306.50"
Males,15 to 19 years,373.5,379.9,370.3,365.8,422.6,441.8,501.9,496.3,390.5,385.6,375.3,369.9,363.2,360.7,352.2,347.5,414,426.3,481.4,471.6,363.7,376.5,367.9,364.9,353.6,359.8,359.3,371,416.1,445.1,513.6,500.8,377.2,371.3,381,399.7,372.8,367.7,376.9,374.8,430.8,445,510.4,499.4,402.6,383.3,389.7,395.1,402.5,401.2,388.3,390.2,414.1,448.3,523.1,529.7,395,396.5,389.5,394.3,372.9,380.3
Males,20 to 24 years,773.3,768.2,780,787.8,880.4,915.5,924.1,918.9,808.9,801.6,800.2,790.2,761.1,753.7,759.1,774.2,857.2,881.4,889.2,909.1,832.4,836.5,819.3,821.4,771,781.3,778.6,766.1,871.2,902.4,907.8,904.5,825.6,841,842.8,804,771.1,774.7,787.3,779.2,866,908.8,919.9,908.7,809.2,807.3,810.7,782.5,751.7,769.9,796.3,827.3,900.6,924.8,925.9,907.9,835.1,833,832.8,820.1,796.4,813
Males,25 to 29 years,931.4,929.6,922.9,953.6,988.4,"1,003.10","1,009.20","1,018.00","1,016.80","1,008.90",989,968.8,950.6,935.7,952,967.9,"1,003.60","1,018.70","1,018.20","1,011.40","1,015.40",997,995.9,981.6,968,963,978,"1,002.90","1,036.90","1,047.40","1,039.80","1,043.20","1,033.20","1,035.70","1,038.60","1,028.20","1,028.50","1,022.00","1,017.60","1,043.10","1,063.60","1,087.90","1,084.20","1,076.40","1,080.10","1,081.60","1,088.80","1,077.80","1,060.70","1,053.80","1,056.90","1,060.60","1,086.70","1,079.30","1,077.80","1,105.40","1,111.10","1,099.00","1,083.90","1,078.80","1,052.80","1,058.10"
Males,30 to 34 years,"1,033.20","1,024.90","1,030.20","1,042.60","1,061.70","1,072.90","1,060.40","1,064.80","1,068.00","1,061.90","1,058.90","1,057.00","1,035.00","1,030.20","1,023.60","1,037.40","1,061.00","1,070.20","1,072.40","1,068.40","1,077.40","1,061.50","1,064.80","1,071.70","1,056.90","1,065.20","1,067.60","1,061.50","1,088.90","1,090.20","1,089.80","1,080.90","1,087.90","1,085.70","1,085.60","1,082.90","1,069.80","1,069.10","1,066.70","1,068.30","1,088.30","1,100.90","1,094.00","1,093.70","1,101.40","1,111.70","1,107.40","1,104.00","1,080.30","1,077.80","1,075.00","1,090.00","1,110.00","1,117.20","1,126.30","1,131.10","1,144.80","1,148.20","1,136.20","1,138.30","1,121.30","1,128.10"
Males,35 to 39 years,"1,001.00","1,001.60","1,003.00",999.5,"1,012.60","1,016.60","1,015.70","1,017.90","1,014.70","1,023.60","1,007.50",995.7,979.1,973.8,963,993.4,"1,011.00","1,028.80","1,029.00","1,048.00","1,058.60","1,078.70","1,069.10","1,049.60","1,051.30","1,032.00","1,028.90","1,020.50","1,061.40","1,067.90","1,062.10","1,059.60","1,077.20","1,085.40","1,091.00","1,078.00","1,079.80","1,083.80","1,089.40","1,088.80","1,092.50","1,097.70","1,087.20","1,092.80","1,101.00","1,105.10","1,128.90","1,116.40","1,117.90","1,132.90","1,102.40","1,097.40","1,122.60","1,128.20","1,119.60","1,115.10","1,134.10","1,129.80","1,127.90","1,128.20","1,110.40","1,127.00"
Males,40 to 44 years,990.2,992.8,990.6,"1,000.60","1,007.10","1,018.10","1,019.00","1,013.70","1,015.70","1,019.70","1,035.00","1,033.30","1,016.20","1,016.70","1,033.30","1,017.80","1,021.10","1,008.30","1,013.80","1,004.30","1,009.60","1,017.50","1,014.90","1,010.10","1,011.80","1,019.60","1,025.20","1,034.20","1,026.30","1,025.60","1,034.70","1,033.50","1,015.60","1,007.40","1,007.10","1,013.40",989,"1,005.40","1,012.10","1,020.70","1,043.50","1,052.60","1,060.40","1,061.50","1,069.30","1,061.50","1,042.50","1,029.30","1,006.40","1,004.40","1,036.10","1,044.40","1,055.20","1,066.90","1,069.40","1,068.00","1,079.20","1,084.80","1,070.70","1,065.20","1,075.30","1,056.30"
Males,45 to 49 years,"1,016.80","1,013.20","1,005.30","1,004.90","1,026.00","1,013.10","1,012.70",997.1,"1,018.60","1,032.20","1,009.40","1,005.70",998.8,"1,005.10",991.7,996.7,"1,013.70","1,016.10","1,009.60",989.7,989,996.3,974.5,979.2,982.4,985,996.8,"1,004.40","1,020.00","1,011.50","1,007.80","1,000.20",980.3,984.7,990,978.2,962.3,961.9,962.8,986.2,999.9,989.9,"1,006.60",995.4,996.4,979.5,999.8,995.5,987.7,997.2,"1,003.10","1,024.30","1,036.70","1,036.20","1,043.00","1,034.40","1,042.70","1,003.90",994.7,995.4,969,970.7
Males,50 to 54 years,"1,117.60","1,110.70","1,101.50","1,109.00","1,114.70","1,140.50","1,148.90","1,168.70","1,163.70","1,140.70","1,141.10","1,104.10","1,087.30","1,095.40","1,105.20","1,112.90","1,109.10","1,114.80","1,096.10","1,122.50","1,122.70","1,121.20","1,142.60","1,109.00","1,082.30","1,062.00","1,069.70","1,068.10","1,084.70","1,108.40","1,106.90","1,128.00","1,137.10","1,134.30","1,127.50","1,121.50","1,098.40","1,093.40","1,071.10","1,063.70","1,056.20","1,060.80","1,034.10","1,043.00","1,066.10","1,078.50","1,059.40","1,050.40","1,041.60","1,034.10","1,036.30","1,027.80","1,055.40","1,051.70","1,044.90","1,047.40","1,045.70","1,046.20","1,042.40","1,028.40","1,026.30","1,039.80"
Males,55 to 59 years,903.1,927.2,929.7,944.9,966.7,977.3,964.1,964.4,976.9,963.6,954,958.1,943.3,950.4,944.6,949.7,979.9,970.7,962.6,974.4,993.4,990.2,982.6,968.4,969.2,970.9,970,964.7,984,989.3,983.5,998.1,"1,010.80","1,017.90","1,001.60",996.9,961.9,968.3,971.4,976.2,999.2,"1,012.90","1,005.90","1,013.40","1,027.00","1,018.60","1,018.00","1,019.30","1,012.90","1,019.80","1,005.40","1,020.80","1,036.00","1,037.90","1,029.20","1,027.90","1,026.70","1,017.70","1,008.40",988.8,983.4,991.8
Males,60 to 64 years,574.8,578,579.6,587.3,600.6,622.1,622,621.8,631.1,625.3,610.8,616,602.8,610.6,611.5,617.8,647.1,652.3,645.4,649.1,662.6,656,639.3,639.2,625.2,635.7,630,646.9,655.9,664.4,658.1,666.1,674.8,659.6,657.6,659.5,645.6,659.3,684.1,668.3,692.6,707.8,706.2,699,711.4,711.2,708.1,700.7,678.6,677.3,696.2,697,726.8,740.2,737.7,738.2,757.5,749,740.5,743.7,738.7,741.4
Males,65 years and over,414.5,414.2,408.9,419,426.5,439.1,428.8,439.1,450,469.4,462,442.4,435.4,452.3,441.4,435.1,439.9,446.5,444.2,441.2,453.1,448.2,453,455.9,447.7,471.6,458.8,469.8,479.2,481.8,477.8,489,509.5,505.3,496.1,503.5,500.1,495.4,495.1,495.2,498.9,491.2,482.4,471.1,487.5,485.6,490.8,495.2,511.7,518.7,534.4,547.2,537.2,548.9,538.7,556.9,561.4,584,567.5,577.5,565,563.6
Males,65 to 69 years,258.5,267.6,264.7,271.8,280.3,282.8,272.2,276.1,281.8,294,287.5,277.9,272.7,289.7,282.2,272.1,283.7,285.4,281.3,279.3,285.6,292.9,290.7,291.6,279.6,297.2,293,300,305.8,307.5,301.1,305.2,314.7,309.9,298.6,299.5,294.6,290,280.6,278.1,290.2,295.3,289.5,281.6,300.5,297.6,300.4,296.8,299.7,303.5,316.2,326.7,324.1,333.4,329.3,339.5,336.5,350.4,332.5,342.2,334.6,332
Males,70 years and over,156.1,146.6,144.2,147.3,146.2,156.3,156.5,163,168.2,175.4,174.4,164.5,162.7,162.6,159.2,163,156.2,161.1,162.9,161.9,167.5,155.4,162.4,164.4,168.1,174.4,165.8,169.8,173.4,174.3,176.6,183.9,194.8,195.4,197.6,204,205.5,205.3,214.5,217.1,208.8,195.8,193,189.5,187.1,188.1,190.4,198.4,212,215.2,218.2,220.5,213.1,215.5,209.5,217.4,224.8,233.6,235,235.3,230.5,231.6
Females,15 years and over,"8,410.50","8,441.60","8,452.10","8,482.90","8,603.30","8,654.50","8,533.60","8,508.10","8,514.00","8,561.80","8,550.20","8,573.80","8,489.20","8,512.60","8,549.00","8,573.80","8,701.10","8,776.60","8,639.70","8,606.70","8,634.30","8,677.00","8,655.80","8,682.00","8,636.50","8,646.60","8,655.40","8,686.80","8,850.30","8,935.20","8,816.90","8,771.30","8,795.60","8,833.60","8,848.10","8,894.70","8,752.00","8,772.80","8,782.90","8,853.20","8,953.70","9,023.30","8,942.40","8,884.70","8,902.00","8,947.30","8,976.20","9,002.20","8,917.90","8,975.00","8,934.30","9,025.20","9,156.70","9,213.20","9,048.20","9,056.10","9,115.70","9,146.70","9,108.70","9,137.60","9,026.80","9,047.00"
Females,15 to 24 years,"1,171.90","1,175.90","1,179.30","1,182.10","1,257.90","1,319.10","1,390.50","1,363.20","1,188.50","1,217.90","1,192.40","1,198.30","1,147.00","1,153.40","1,168.90","1,166.00","1,233.60","1,310.30","1,362.80","1,328.50","1,154.60","1,179.20","1,174.80","1,185.30","1,152.70","1,135.30","1,147.80","1,155.60","1,277.60","1,315.40","1,398.50","1,328.60","1,154.90","1,188.90","1,194.00","1,206.30","1,149.70","1,146.40","1,158.30","1,157.80","1,241.30","1,298.70","1,383.50","1,349.90","1,152.20","1,166.70","1,161.20","1,163.10","1,146.30","1,165.10","1,169.70","1,188.20","1,287.20","1,335.00","1,400.30","1,407.70","1,217.30","1,231.70","1,222.60","1,231.50","1,190.20","1,204.80"
